,name,syllables,state,fraction
781,Lori,2,CA,0.087268086
782,Deena,2,CA,0.169029269
783,Terri,2,CA,0.098738046
784,Elissa,3,NY,0.181540187
785,Renae,2,CA,0.104705439
786,Shelly,2,CA,0.109312706
787,Stephany,3,CA,0.31452287
788,Shelby,2,TX,0.090012073
789,Jana,2,TX,0.142356301
790,Marlena,3,CA,0.226064208
791,Shanna,2,TX,0.109288379
792,Kara,2,CA,0.072485982
793,Autumn,2,CA,0.074141607
794,Tonia,2,OH,0.074024346
795,Robyn,2,CA,0.115013598
796,Kristin,2,CA,0.096801469
797,Bobbi,2,PA,0.096801718
798,Alecia,3,TX,0.093703557
799,Sheryl,2,CA,0.10413235
800,Lorie,2,CA,0.106995226
801,Tonya,2,OH,0.068415385
802,Heidi,2,CA,0.126081052
803,Kimberly,3,CA,0.113119183
804,Noelle,2,CA,0.154431196
805,Janel,2,CA,0.178208214
806,Courtney,2,TX,0.079780051
807,Sherri,2,CA,0.083094244
808,Kristine,2,CA,0.136320275
809,Myla,2,CA,0.103100518
810,Joni,2,CA,0.086848878
811,Kenna,2,CA,0.126808211
812,Kerry,2,NY,0.136284649
813,Racheal,2,TX,0.126839622
814,Vanessa,3,CA,0.24768915
815,Leeann,2,CA,0.135322839
816,Sheri,2,CA,0.139697951
817,Hilary,3,CA,0.156838622
818,Nikki,2,CA,0.112716438
819,Fatima,3,CA,0.264581348
820,Lindsay,2,CA,0.097180473
821,Francesca,3,NY,0.203499136
822,Marlee,2,TX,0.085473602
823,Miranda,3,TX,0.122091904
824,Kendra,2,CA,0.087691727
825,Stacy,2,CA,0.112382817
826,Rayna,2,CA,0.148433893
827,Kristina,3,CA,0.134974623
828,Michaela,3,CA,0.10126148
829,Alena,3,CA,0.185928854
830,Kirsten,2,CA,0.117933473
831,Danielle,2,CA,0.116852378
832,Karyn,2,CA,0.15887384
833,Nicole,2,CA,0.126099035
834,Debora,3,CA,0.116359425
835,Erica,3,CA,0.122513411
836,Scarlett,2,CA,0.156982733
837,Jenifer,3,CA,0.161570642
838,Kayla,2,CA,0.098291209
839,Nicolette,3,CA,0.207640487
840,Tammy,2,CA,0.06397842
841,Teri,2,CA,0.1716795
842,Trina,2,CA,0.145625483
843,Desiree,3,CA,0.214881392
844,Joelle,2,CA,0.173396584
845,Randi,2,NY,0.121416667
846,Avery,3,TX,0.115849807
847,Kyra,2,CA,0.099524109
848,Brooke,1,CA,0.091069255
849,Kristen,2,CA,0.091487663
850,Stefanie,3,CA,0.132340923
851,Paige,1,CA,0.08670783
852,Shauna,2,CA,0.13982099
853,Shawn,1,CA,0.114076847
854,Candy,2,CA,0.156897525
855,Dara,2,NY,0.166059645
856,Tricia,2,CA,0.102251351
857,Stacey,2,CA,0.097868861
858,Elyse,2,CA,0.153302693
859,Kari,2,CA,0.101866948
860,Tara,2,NY,0.097355166
861,Lacey,2,CA,0.084489305
862,Scarlet,2,CA,0.173016449
863,Alana,3,CA,0.131150247
864,Lauren,2,CA,0.098856193
865,Liana,3,CA,0.218368079
866,Tamera,3,CA,0.122914631
867,Darcy,2,CA,0.131611621
868,Valencia,4,TX,0.136432345
869,Gabriella,4,NY,0.112817733
870,Tania,2,CA,0.251391857
871,Kris,1,CA,0.139528684
872,Kristi,2,TX,0.106148641
873,Gillian,3,CA,0.141216664
874,Jodi,2,NY,0.080700167
875,Katina,3,FL,0.084778799
876,Kelley,2,CA,0.105214318
877,Elaina,3,CA,0.092254177
878,Damaris,3,CA,0.234712152
879,Demetria,4,TX,0.143297109
880,Cameron,3,CA,0.119389645
881,Tracey,2,NY,0.0963006
882,Natasha,3,CA,0.108998344
883,Alexa,3,CA,0.177102608
884,Ashley,2,CA,0.11489935
885,Kristy,2,CA,0.097578768
886,Alexis,3,CA,0.113395489
887,Tyra,2,CA,0.089365474
888,Casandra,3,CA,0.178466934
889,Megan,2,CA,0.095892921
890,Dayna,2,CA,0.16843681
891,Kristie,2,CA,0.089505473
892,Marci,2,CA,0.135684313
893,Abbey,2,OH,0.082176977
894,Blair,1,TX,0.108425158
895,Terra,2,CA,0.140546946
896,Hillary,3,CA,0.131510873
897,Mallory,3,TX,0.084404077
898,Mia,2,CA,0.185505729
899,Tiffany,3,CA,0.110927583
900,Brandy,2,TX,0.098721752
901,Loren,2,CA,0.130922152
902,Jayme,2,CA,0.146886513
903,Jena,2,CA,0.12133917
904,Candice,2,CA,0.129102895
905,Alexia,4,CA,0.164399996
906,Reyna,2,CA,0.352875744
907,Mindy,2,NY,0.10595225
908,Sheena,2,CA,0.095460678
909,Tessa,2,CA,0.098170915
910,Alanna,3,CA,0.131873921
911,Krista,2,CA,0.099702944
912,Tracie,2,CA,0.0860654
913,Trisha,2,CA,0.130355417
914,Deidra,2,TX,0.117582964
915,Devon,2,CA,0.146157698
916,Maricela,4,CA,0.487963808
917,Perla,2,CA,0.340594816
918,Gabriela,4,CA,0.290832993
919,Kellie,2,CA,0.112049166
920,Chana,2,NY,0.706883989
921,Jade,1,CA,0.149307802
922,Lindsey,2,TX,0.082063332
923,Alyson,3,CA,0.129098178
924,Bianca,3,CA,0.202498486
925,Christian,2,TX,0.144901185
926,Allyson,3,CA,0.126374308
927,Stacie,2,CA,0.098634139
928,Christiana,4,CA,0.178893201
929,Bridgett,2,TX,0.119606012
930,Lizbeth,2,CA,0.363512848
931,Ericka,3,CA,0.15141748
932,Kerri,2,NY,0.106949709
933,Alisa,3,CA,0.157417188
934,Estrella,3,CA,0.294454514
935,Kassandra,3,CA,0.254270899
936,Kelsey,2,CA,0.080848127
937,Lesly,2,CA,0.320294288
938,Renata,3,TX,0.322633433
939,Ivette,2,CA,0.295401563
940,Jaime,2,CA,0.115765883
941,Kimberley,3,CA,0.14193059
942,Macy,2,TX,0.102447102
943,Krystal,2,TX,0.133778005
944,Jami,2,CA,0.096371055
945,Lizette,2,CA,0.453486595
946,Paris,2,CA,0.101251171
947,Tia,2,CA,0.065103396
948,Brenna,2,CA,0.101315412
949,Bridgette,2,CA,0.123938051
950,Keri,2,CA,0.102311079
951,Shawna,2,CA,0.143877578
952,Araceli,4,CA,0.445960101
953,Marisa,3,CA,0.182480587
954,Regan,2,TX,0.094395406
955,Shana,2,CA,0.09866907
956,Joselyn,3,CA,0.222916403
957,Kendall,2,TX,0.104689185
958,Jillian,3,NY,0.110220421
959,Misty,2,TX,0.134993339
960,Chaya,2,NY,0.727049564
961,Christin,2,NY,0.108423627
962,Joslyn,2,TX,0.114665559
963,Kimberlee,3,CA,0.181587428
964,Tabitha,3,TX,0.075768398
965,Jolie,2,CA,0.178292819
966,Lia,2,CA,0.17707353
967,Maritza,3,CA,0.322931354
968,Viviana,4,CA,0.361721216
969,Dulce,2,CA,0.3425979
970,Marisela,4,CA,0.475178567
971,Casey,2,CA,0.083347984
972,Tori,2,TX,0.087390646
973,Brook,1,CA,0.131572828
974,Kyla,2,CA,0.093571682
975,Cari,2,CA,0.165438996
976,Fernanda,3,CA,0.319774638
977,Melisa,3,CA,0.16829078
978,Tatiana,3,CA,0.205568909
979,Angelique,3,CA,0.209858686
980,Melany,3,CA,0.253030509
981,Traci,2,CA,0.099631377
982,Maya,2,CA,0.180811306
983,Kelli,2,CA,0.088742555
984,Melina,3,CA,0.300743851
985,Marissa,3,CA,0.1670563
986,Dominique,3,CA,0.148509775
987,Morgan,2,TX,0.069349498
988,Samara,3,CA,0.153567593
989,Yasmin,2,CA,0.239384798
990,Jasmine,2,CA,0.172196219
991,Raina,2,CA,0.156602713
992,Sabrina,3,CA,0.158659445
993,Cori,2,CA,0.159607662
994,Janae,2,CA,0.152717444
995,Liliana,4,CA,0.262781092
996,Larissa,3,CA,0.167687033
997,Carlie,2,TX,0.085547039
998,Laila,2,CA,0.106314649
999,Piper,2,TX,0.075451755
1000,Fiona,3,CA,0.155359395
1001,Kristal,2,CA,0.173211863
1002,Alisha,3,CA,0.093215266
1003,Jada,2,FL,0.074056597
1004,Giselle,2,CA,0.336547524
1005,Jasmin,2,CA,0.286494857
1006,Latonya,3,IL,0.085773602
1007,Raven,2,TX,0.093728917
1008,Whitney,2,TX,0.0847364
1009,Summer,2,CA,0.126823428
1010,Alissa,3,CA,0.13735649
1011,Christen,2,TX,0.11047515
1012,Cristal,2,CA,0.34010173
1013,Carissa,3,CA,0.156966539
1014,Raelynn,2,TX,0.103148152
1015,Daniela,3,CA,0.265503715
1016,Taryn,2,CA,0.126063142
1017,Tasha,2,CA,0.076716243
1018,Alina,3,CA,0.289329803
1019,Brandi,2,TX,0.104787064
1020,Alaina,3,TX,0.073018995
1021,Laney,2,TX,0.123738299
1022,Marisol,3,CA,0.321879024
1023,Mayra,2,CA,0.48918725
1024,Carina,3,CA,0.36850811
1025,Maribel,3,CA,0.400292237
1026,Tess,1,CA,0.132442127
1027,Malia,3,CA,0.19269873
1028,Eden,2,CA,0.123031987
1029,Aubrey,2,CA,0.099007749
1030,Carlee,2,TX,0.089366318
1031,Kenya,2,CA,0.126177111
1032,Adrianna,4,CA,0.12342491
1033,Nichole,2,CA,0.115846249
1034,Kira,2,CA,0.146671368
1035,Meghan,2,NY,0.10062706
1036,Catrina,3,CA,0.158325431
1037,Maranda,3,TX,0.103973258
1038,Rocio,3,CA,0.507817992
1039,Gianna,3,CA,0.144462914
1040,Shea,1,CA,0.134561037
1041,Briana,3,CA,0.1778885
1042,Chanel,2,CA,0.200585991
1043,Kasey,2,TX,0.093775569
1044,Caitlin,2,CA,0.097025612
1045,Maia,2,CA,0.173747054
1046,Alyssa,3,CA,0.144887494
1047,Karina,3,CA,0.346268313
1048,Elisha,3,CA,0.132423333
1049,Latisha,3,NY,0.112978886
1050,Tiana,3,CA,0.143352673
1051,Kaylynn,2,TX,0.109020335
1052,Kori,2,TX,0.110265397
1053,Kaylyn,2,CA,0.109165164
1054,Nikita,3,CA,0.113169912
1055,Gia,2,CA,0.173465076
1056,Danica,3,CA,0.210596907
1057,Keely,2,TX,0.1286136
1058,Raelyn,2,TX,0.091471402
1059,Iliana,4,CA,0.301443515
1060,Kali,2,CA,0.096858031
1061,Camila,3,CA,0.264932048
1062,Paola,2,CA,0.263616469
1063,Micah,2,TX,0.166064754
1064,Anya,2,CA,0.149332996
1065,Desirae,3,CA,0.186212145
1066,Alessandra,4,CA,0.229372154
1067,Meagan,2,TX,0.146752267
1068,Luciana,4,CA,0.173132011
1069,Yadira,3,CA,0.423131321
1070,Lilliana,4,CA,0.141383207
1071,Taylor,2,CA,0.083216412
1072,Daniella,3,CA,0.209017182
1073,Hayley,2,CA,0.116335859
1074,Shayla,2,CA,0.09326995
1075,Devin,2,CA,0.128284286
1076,Sasha,2,CA,0.16076506
1077,Halle,2,OH,0.081658315
1078,Leia,2,CA,0.236379805
1079,Tiara,3,NY,0.081584264
1080,Haley,2,TX,0.085951277
1081,Brynn,1,CA,0.078227815
1082,Brandie,2,CA,0.127902666
1083,Aisha,3,NY,0.155923657
1084,Karissa,3,CA,0.168648744
1085,Sierra,3,CA,0.131617142
1086,Sloane,1,CA,0.117805189
1087,Alayna,3,TX,0.092192905
1088,Peyton,2,TX,0.088055344
1089,Shayna,2,CA,0.129621098
1090,Keisha,2,NY,0.120845014
1091,Chantel,2,CA,0.141617664
1092,Meaghan,2,MA,0.165921805
1093,Blake,1,CA,0.121427431
1094,Destiny,3,CA,0.138314526
1095,Felicity,4,CA,0.118410414
1096,Tiffani,3,CA,0.131889017
1097,Cheyenne,2,CA,0.105135468
1098,Emilee,3,CA,0.088436365
1099,Keira,2,CA,0.13839793
1100,Sarai,2,CA,0.263265541
1101,Tyler,2,CA,0.14189616
1102,Kiersten,2,PA,0.086672212
1103,Reagan,2,TX,0.113417019
1104,Trista,2,CA,0.088465341
1105,Shantel,2,NY,0.132082999
1106,Ariel,3,CA,0.153042019
1107,Raegan,2,TX,0.08119029
1108,Brianna,3,CA,0.135907124
1109,Ashlyn,2,TX,0.101540425
1110,Brittany,3,CA,0.081716779
1111,Mariela,4,CA,0.378313592
1112,Chelsea,2,CA,0.109639983
1113,Latoya,3,NY,0.092025659
1114,London,2,TX,0.091236597
1115,Trinity,3,TX,0.096060931
1116,Asia,2,CA,0.08599428
1117,Lauryn,2,CA,0.102900532
1118,Jordan,2,TX,0.090475958
1119,Annika,3,CA,0.169555848
1120,Ariana,4,CA,0.201012615
1121,Hadley,2,TX,0.088146009
1122,Kacey,2,CA,0.145064726
1123,Mya,2,CA,0.088147026
1124,Ryan,2,CA,0.126422105
1125,Nia,2,NY,0.13125043
1126,Amina,3,NY,0.150883583
1127,Ansley,2,GA,0.41077795
1128,Eliana,4,CA,0.171874651
1129,Tianna,3,CA,0.125141221
1130,Marley,2,CA,0.116054954
1131,Tabatha,3,TX,0.074441695
1132,Anissa,3,CA,0.229791952
1133,Yesenia,3,CA,0.415893236
1134,Alondra,3,CA,0.299555475
1135,Arianna,4,CA,0.154480553
1136,Cherish,2,CA,0.152749875
1137,Tamia,3,NY,0.096762229
1138,Kourtney,2,TX,0.133140778
1139,Ashleigh,2,TX,0.087563329
1140,Kaylee,2,CA,0.105994291
1141,Ashlie,2,CA,0.145397665
1142,Ember,2,TX,0.096352813
1143,Kacie,2,TX,0.118491384
1144,Ashlee,2,CA,0.113800649
1145,Ebony,3,NY,0.112546552
1146,Julissa,3,CA,0.294299191
1147,Ashly,2,CA,0.20480751
1148,Danika,3,CA,0.217454551
1149,Talia,3,CA,0.149148888
1150,Janessa,3,CA,0.240625161
1151,Kiera,2,CA,0.09478457
1152,Kaia,2,CA,0.200765859
1153,Kallie,2,TX,0.106565855
1154,Amara,3,CA,0.129001573
1155,Aria,3,CA,0.145072356
1156,Brittney,2,CA,0.111789828
1157,Emely,3,CA,0.273810988
1158,Lilah,2,CA,0.131525999
1159,Tanisha,3,NY,0.123758864
1160,Britney,2,CA,0.138900726
1161,Charlee,2,TX,0.087426938
1162,Sage,1,CA,0.144626194
1163,Brianne,2,CA,0.133398894
1164,Kylie,2,CA,0.108181761
1165,Kylee,2,CA,0.083237409
1166,Lacie,2,TX,0.129626521
1167,Hailey,2,CA,0.120913294
1168,Harmony,3,CA,0.101184717
1169,Kiley,2,CA,0.097946122
1170,Anika,3,CA,0.203980293
1171,Shaina,2,NY,0.135432427
1172,Tierra,3,IL,0.084226084
1173,Kelsie,2,TX,0.084135619
1174,Chelsey,2,TX,0.076999862
1175,Yasmine,2,CA,0.161767571
1176,Chelsie,2,TX,0.089538346
1177,Alia,3,CA,0.202814642
1178,Zara,2,CA,0.166909073
1179,Dylan,2,CA,0.166206
1180,Hana,2,CA,0.256672341
1181,Skye,1,CA,0.131343842
1182,Ali,2,CA,0.093219232
1183,Cali,2,CA,0.159837343
1184,Kaila,2,CA,0.172256519
1185,Ariella,4,NY,0.182200692
1186,Genesis,3,CA,0.223875794
1187,Layla,2,CA,0.109646497
1188,Amani,3,CA,0.103632544
1189,Amira,3,CA,0.107407007
1190,Kiana,3,CA,0.190735717
1191,Ainsley,2,TX,0.099886829
1192,Arielle,3,CA,0.140760621
1193,Cassidy,3,CA,0.104986801
1194,Karli,2,CA,0.100232214
1195,Liberty,3,CA,0.10647104
1196,Chasity,3,TX,0.104538526
1197,Bryanna,3,CA,0.166598291
1198,Ashanti,3,FL,0.10688883
1199,Moriah,3,CA,0.125405626
1200,Isis,2,CA,0.210884421
1201,Miracle,3,TX,0.102973922
1202,Katelyn,2,CA,0.099611351
1203,Mikaela,4,CA,0.166138668
1204,Imani,3,NY,0.133524096
1205,Abbigail,3,TX,0.072832222
1206,Jazmin,2,CA,0.310014448
1207,Ayana,3,NY,0.149406663
1208,Breanna,3,CA,0.138264777
1209,Dayana,3,CA,0.263957491
1210,Karlee,2,TX,0.088855964
1211,Shania,3,NY,0.113049731
1212,Ayanna,3,NY,0.111496367
1213,Farrah,2,CA,0.128407169
1214,Delaney,3,CA,0.098526444
1215,Cheyanne,2,CA,0.10762458
1216,Deja,2,CA,0.110294406
1217,Maeve,1,MA,0.139305508
1218,Jayleen,2,CA,0.428359764
1219,Dakota,3,CA,0.083841726
1220,Diamond,2,TX,0.088447858
1221,Heaven,2,TX,0.115486684
1222,Makayla,3,TX,0.090473865
1223,Carley,2,TX,0.087476563
1224,Carly,2,CA,0.099501554
1225,Kaley,2,FL,0.142224844
1226,Kiara,3,CA,0.113254708
1227,Karly,2,CA,0.151095592
1228,Lyndsey,2,TX,0.090476251
1229,Annalise,3,CA,0.129719181
1230,Aleah,3,CA,0.125612874
1231,Haylee,2,TX,0.1000759
1232,Serenity,4,TX,0.107792421
1233,Winter,2,CA,0.132083814
1234,Aubree,2,TX,0.094956911
1235,Brooklyn,2,TX,0.087692202
1236,Karlie,2,CA,0.090418319
1237,Tatum,2,TX,0.127494133
1238,Bria,2,TX,0.082482005
1239,Macey,2,TX,0.11104829
1240,Aspen,2,CO,0.093472896
1241,Haven,2,TX,0.109538182
1242,Hayden,2,CA,0.08719302
1243,Mackenzie,3,CA,0.070981074
1244,Riley,2,CA,0.098237193
1245,Aubrie,2,TX,0.10854484
1246,Breana,3,CA,0.210625816
1247,Ciara,3,CA,0.09193732
1248,Kamila,3,CA,0.2127989
1249,Quinn,1,CA,0.103110452
1250,Alivia,4,OH,0.07386877
1251,Cayla,2,CA,0.106683408
1252,Jayda,2,TX,0.084856063
1253,Jazmine,2,CA,0.226791395
1254,Skylar,2,TX,0.08713998
1255,Logan,2,TX,0.084585345
1256,Luna,2,CA,0.22174083
1257,Nataly,3,CA,0.359541569
1258,Rhiannon,3,CA,0.151675259
1259,Kaitlin,2,CA,0.094411958
1260,Blakely,2,TX,0.124311617
1261,Skyla,2,NY,0.096382809
1262,Breanne,2,CA,0.18639672
1263,Phoenix,2,CA,0.125342011
1264,Sienna,3,CA,0.202023708
1265,Jayla,2,TX,0.091191208
1266,Kaitlyn,2,CA,0.091407866
1267,Lexi,2,TX,0.111442186
1268,Stevie,2,CA,0.179553828
1269,Mckenzie,3,TX,0.07309545
1270,Mikayla,3,CA,0.111592605
1271,Amaya,3,CA,0.146393361
1272,Makenzie,3,TX,0.084142472
1273,Aaliyah,3,CA,0.128926382
1274,Brielle,2,CA,0.09429181
1275,Hunter,2,CA,0.09320465
1276,Kenzie,2,TX,0.108572644
1277,Tatyana,3,CA,0.106718899
1278,Aliyah,3,CA,0.145022095
1279,Kailee,2,CA,0.129153382
1280,Destinee,3,CA,0.132993264
1281,Caitlyn,2,CA,0.08776919
1282,Skyler,2,CA,0.093985849
1283,Emery,3,TX,0.134743691
1284,Savanna,3,CA,0.109365689
1285,Cadence,2,TX,0.088193064
1286,Harley,2,TX,0.10434275
1287,Kaylin,2,CA,0.113332706
1288,Maci,2,TX,0.099773829
1289,Kassidy,3,TX,0.096249441
1290,Kyleigh,2,TX,0.093252533
1291,Bailey,2,TX,0.099847609
1292,Cierra,3,CA,0.080411107
1293,Brooklynn,2,TX,0.093576126
1294,Kierra,3,TX,0.082392167
1295,Ximena,3,TX,0.296388766
1296,Hailee,2,CA,0.114977956
1297,Jordyn,2,CA,0.090793232
1298,Ashton,2,TX,0.133667016
1299,Giuliana,4,CA,0.163710598
1300,Katlyn,2,TX,0.065179216
1301,Ciera,3,CA,0.097338262
1302,Katelynn,2,TX,0.101986315
1303,Ashlynn,2,TX,0.110136321
1304,Aylin,2,CA,0.247943623
1305,Kaleigh,2,TX,0.095250886
1306,Kinsley,2,TX,0.096675549
1307,Rowan,2,CA,0.0889596
1308,Rylee,2,TX,0.084035581
1309,Baylee,2,TX,0.103369162
1310,Harper,2,TX,0.080590312
1311,Kailey,2,CA,0.131332863
1312,Kaylie,2,CA,0.148622795
1313,Parker,2,TX,0.119816768
1314,Mckenna,3,CA,0.09066723
1315,Tayler,2,CA,0.131315561
1316,Haleigh,2,TX,0.105088925
1317,Teagan,2,CA,0.082307315
1318,Kaelyn,2,CA,0.119001227
1319,Ayla,2,CA,0.122519867
1320,Itzel,2,CA,0.370230666
1321,Kailyn,2,CA,0.104611471
1322,Camryn,2,TX,0.095233915
1323,Jazlyn,2,CA,0.196977937
1324,Demi,2,CA,0.125876542
1325,Kennedy,3,TX,0.096264967
1326,Anahi,3,CA,0.319312698
1327,Bailee,2,TX,0.115485065
1328,Makenna,3,CA,0.098104041
1329,Mckinley,3,TX,0.101599088
1330,Jaden,2,CA,0.096743847
1331,Mckayla,3,CA,0.08667941
1332,Zoey,2,CA,0.110872033
1333,Jaelyn,2,CA,0.127056247
1334,Madelynn,3,TX,0.117078224
1335,Nayeli,3,CA,0.288165262
1336,Madison,3,CA,0.08475425
1337,Kaitlynn,2,TX,0.103405178
1338,Lyric,2,TX,0.101334559
1339,Addison,3,TX,0.089855834
1340,Jimena,3,CA,0.311552699
1341,Kayleigh,2,TX,0.078554875
1342,Amari,3,TX,0.102590794
1343,Adelyn,3,TX,0.104321258
1344,Payton,2,TX,0.08253465
1345,Isla,2,CA,0.13714441
1346,Paisley,2,TX,0.093075848
1347,Kinley,2,TX,0.122433845
1348,Elle,1,CA,0.144025405
1349,Maddison,3,TX,0.120968889
1350,Madilyn,3,TX,0.107200207
1351,Madyson,3,TX,0.10815839
1352,Justice,2,TX,0.085244922
1353,Kamryn,2,TX,0.123340736
1354,Journey,2,TX,0.105849827
1355,Sawyer,2,TX,0.092746402
1356,Alexus,3,TX,0.104424228
1357,Madisyn,3,TX,0.086490468
1358,Aniya,3,TX,0.08272111
1359,Rylie,2,TX,0.101890824
1360,Averie,3,TX,0.129863132
1361,Isabela,4,CA,0.210352983
1362,Presley,2,TX,0.161615996
1363,Anaya,3,CA,0.151850608
1364,Gracelyn,2,TX,0.080388368
1365,Annabella,4,CA,0.140366585
1366,Khloe,2,TX,0.114081227
1367,Jayden,2,CA,0.103287614
1368,Ryleigh,2,TX,0.094324293
1369,Elliana,4,CA,0.10210853
1370,Arabella,4,CA,0.126481121
1371,Izabella,4,CA,0.157676219
1372,Jadyn,2,TX,0.100694206
1373,Addyson,3,TX,0.106967278
1374,Janiya,3,FL,0.101808171
1375,Londyn,2,TX,0.102119175
1376,Aniyah,3,TX,0.097183277
1377,Kennedi,3,TX,0.120196679
1378,Reese,1,TX,0.090179449
1379,Zariah,3,TX,0.129874829
1380,Emerson,3,TX,0.087980219
1381,Adelynn,3,TX,0.128850785
1382,Maliyah,3,CA,0.112915485
1383,Adalyn,3,TX,0.10292711
1384,Amiyah,3,TX,0.086002193
1385,Kadence,2,TX,0.103606307
1386,Janiyah,3,FL,0.111538654
1387,Brynlee,2,TX,0.113458843
1388,Finley,2,TX,0.088026856
1389,Arya,2,CA,0.145705911
1390,Miley,2,CA,0.148153368
1391,Adalynn,3,TX,0.124687808
1392,Nevaeh,3,CA,0.098019107
1393,Emersyn,3,TX,0.091137649
1394,Yaretzi,3,CA,0.34345356
1395,Kaydence,2,TX,0.09893385
1396,Everly,3,CA,0.115606323
